vorname,anzahl,geschlecht
Sofia-Valentina,1,w
Steven,1,m
Sofian,1,w
Stiven,1,m
Sofija,1,w
Sualp,1,m
Sofía,1,w
Sufiyan,1,m
Sol,1,w
Sufjan,1,m
Solea,1,w
Sufyan,1,m
Soleya,1,w
Suhud,1,m
Solin,1,w
Sukran,1,m
Solène,1,w
Sun,1,m
Sonaz,1,w
Sverre,1,m
Sonia,1,w
Sáng,1,m
Sontje,1,w
Taari,1,m
Sophi,1,w
Tacettin,1,m
Sophie-Marleen,1,w
Tadeo,1,m
Sophy,1,w
Tahir,1,m
Sosha,1,w
Tai,1,m
Souad,1,w
Taim,1,m
Soukaïna,1,w
Takal,1,m
Soumeya,1,w
Takyi,1,m
Sreya,1,w
Tamer,1,m
Stacy,1,w
Tamino,1,m
Stanisława,1,w
Tamás,1,m
Stefania,1,w
Taner,1,m
Stephany,1,w
Tanmay,1,m
Suay,1,w
Tanwa,1,m
Suden,1,w
Tao,1,m
Sudenaz,1,w
Taran,1,m
Suganja,1,w
Tarek,1,m
Suhbija,1,w
Tarkan,1,m
Suheda,1,w
Tawin,1,m
Suhela,1,w
Tayfun,1,m
Sultan,1,w
Taylor-Brian,1,m
Sumaya,1,w
Tayron,1,m
Sura,1,w
Tek,1,m
Surina,1,w
Tendai,1,m
Susana,1,w
Teng,1,m
Susann,1,w
Teoman,1,m
Suvi,1,w
Teophilus,1,m
Suya,1,w
Terry,1,m
Suzan,1,w
Thaddeus,1,m
Suzanne,1,w
Thanh,1,m
Suzdar,1,w
Theodoros,1,m
Svea-Marie,1,w
Thibauld,1,m
Svenja,1,w
Thien,1,m
Svetlozarova,1,w
Thiery,1,m
Sybille,1,w
Thor,1,m
Sydney,1,w
Thorben,1,m
Synnøva,1,w
Thure,1,m
Sári,1,w
Thyran,1,m
Sümeyye,1,w
Tian,1,m
Sündüz,1,w
Tiberius,1,m
Tacy,1,w
Tibor,1,m
Tadmor,1,w
Tien,1,m
Taenkwan,1,w
Tietje,1,m
Tahira,1,w
Tijan,1,m
Taissia,1,w
Tilbert,1,m
Talatova,1,w
Tilman,1,m
Talina,1,w
Tilo,1,m
Tallulah,1,w
Timo-José,1,m
Tamara,1,w
Timothy,1,m
Tang,1,w
Timuçin,1,m
Tao,1,w
Tin,1,m
Tassnim,1,w
Ting,1,m
Tatjana,1,w
Tinus,1,m
Taya-Charlyn,1,w
Tiron,1,m
Tayet,1,w
Tivon,1,m
Tayna,1,w
Tié,1,m
Tayyibe,1,w
Tjark,1,m
Tea,1,w
Tobin,1,m
Temenuzhkova,1,w
Toby,1,m
Thalea,1,w
Tomas,1,m
Thaïs,1,w
Tomke,1,m
Theda,1,w
Tomoyuki,1,m
Thong,1,w
Toniel,1,m
Thora,1,w
Tonielov,1,m
Thyra,1,w
Tonino,1,m
Théodora,1,w
Tony,1,m
Thảo,1,w
Torben,1,m
Tiara,1,w
Torge,1,m
Tiffany,1,w
Torsten,1,m
Tilia,1,w
Toumani,1,m
Timea,1,w
Toygun,1,m
Tina,1,w
Tozola,1,m
Tinbit,1,w
Triston,1,m
Tinka,1,w
Trung,1,m
Tiziana,1,w
Tugrul,1,m
Toa,1,w
Tunahan,1,m
Tomke,1,w
Tunay,1,m
Toni,1,w
Turan,1,m
Tosca,1,w
Tylan,1,m
Trishelle,1,w
Tyrese,1,m
Trude,1,w
Tyron,1,m
Tsekyi,1,w
Ubumneke,1,m
Tsetskova,1,w
Uday,1,m
Tunay,1,w
Uli,1,m
Turid,1,w
Umutcan,1,m
Tuğba,1,w
Ur,1,m
Tuğra,1,w
Usman,1,m
Tuğçe,1,w
Uygar,1,m
Uljana,1,w
Valentinovič,1,m
Ulrike,1,w
Valentín,1,m
Uta,1,w
Valerian,1,m
Valea,1,w
Vali,1,m
Valerija,1,w
Varaman,1,m
Valeska,1,w
Vassilios,1,m
Valéria,1,w
Vassily,1,m
Valérie,1,w
Vedad,1,m
Vanja,1,w
Vedin,1,m
Vannessa,1,w
Veerpratap,1,m
Venika,1,w
Veith,1,m
Ventsislavova,1,w
Veli,1,m
Veritas,1,w
Viet,1,m
Verona,1,w
Vinay,1,m
Veronica,1,w
Vince,1,m
Vian,1,w
Vishal,1,m
Viktorija,1,w
Vitali,1,m
Vilola,1,w
Vito-León,1,m
Vina,1,w
Vitor,1,m
Vincenza,1,w
Vitus,1,m
Vinda,1,w
Vlad,1,m
Vitalìïvna,1,w
Vleron,1,m
Vittoria,1,w
Vuk,1,m
Vivecca,1,w
Wael,1,m
Vivek,1,w
Waleed,1,m
Vivian-Laureen,1,w
Walker,1,m
Vivica,1,w
Wassim,1,m
Vlora,1,w
Waters,1,m
Vugar,1,w
Waturu,1,m
Warwara,1,w
Waweru,1,m
Wilhelmina,1,w
Weilong,1,m
Wilma,1,w
Weiqi,1,m
Winka,1,w
Welat,1,m
Winta,1,w
Wen,1,m
Wioleta,1,w
Wenbo,1,m
Wolke,1,w
Wendelin,1,m
Xenia,1,w
Wesley,1,m
Xenia-Cornelia,1,w
Wessim,1,m
Xiaoning,1,w
Wiktor,1,m
Xin,1,w
Wilfred,1,m
Xing,1,w
Wim,1,m
Xinni,1,w
Winner,1,m
Xènia,1,w
Wito,1,m
Yadé,1,w
Wittawat,1,m
Yaleidy,1,w
Wladimir,1,m
Yam,1,w
Wladyslaw,1,m
Yan,1,w
Wolf,1,m
Yana,1,w
Wolf-Dieter,1,m
Yanam,1,w
Wolrad,1,m
Yao,1,w
Wulf,1,m
Yarne,1,w
Xaver,1,m
Yatandou,1,w
Xinghuo,1,m
Yayan,1,w
Yacine,1,m
Yebin,1,w
Yahia,1,m
Yelda,1,w
Yakin,1,m
Yella,1,w
Yakup,1,m
Yevgen'jevna,1,w
Yalın,1,m
Yining,1,w
Yang,1,m
Ylenia,1,w
Yannic,1,m
Yoko,1,w
Yannik,1,m
Yolanda,1,w
Yared,1,m
Yousra,1,w
Yari,1,m
Yu-Jou,1,w
Yaron,1,m
Yue,1,w
Yashar,1,m
Yukiko,1,w
Yashasvi,1,m
Yuma,1,w
Yasini,1,m
Yumna,1,w
Yassine,1,m
Yustina,1,w
Yazdan,1,m
Yvonne,1,w
Yağmur,1,m
Yüsra,1,w
Yaşar,1,m
Zahide,1,w
Yeon,1,m
Zahra,1,w
Yessin,1,m
Zaida,1,w
Yevi,1,m
Zamira,1,w
Yide,1,m
Zasou,1,w
Yigit,1,m
Zazou,1,w
Yihan,1,m
Zazoú,1,w
Yll,1,m
Zegeye,1,w
Yoal,1,m
Zelal,1,w
Yoel,1,m
Zenab,1,w
Yomi,1,m
Zerda,1,w
Yong-Yang,1,m
Zhina,1,w
Yosef,1,m
Zixi,1,w
Youde,1,m
Zlatka,1,w
Younis,1,m
Zofia,1,w
Younès,1,m
Zora,1,w
Yousef,1,m
Züleyha,1,w
Youssouf,1,m
Âmine,1,w
Yunis,1,m
Änne,1,w
Yunushan,1,m
Çağla,1,w
Yuquan,1,m
Çisel,1,w
Yuri,1,m
Élise,1,w
Yusa,1,m
Élodie,1,w
Yusuf-Zahid,1,m
Éloise,1,w
Yusufhan,1,m
Ömür,1,w
Yven,1,m
Özgül,1,w
Yücel,1,m
Øster,1,w
Yüksel,1,m
Ümmügülsüm,1,w
Yüyong,1,m
Ümühayir,1,w
Zacarias,1,m
Šejla,1,w
Zacharias,1,m
Šerijan,1,w
Zafer,1,m
Zaid,1,m
Zane,1,m
Zappa,1,m
Zapryan,1,m
Zayan,1,m
Zayd,1,m
Zenar,1,m
Zeynep,1,m
Zhivkov,1,m
Ziad,1,m
Zihao,1,m
Zihni,1,m
Zimon,1,m
Zios,1,m
Ziyad,1,m
Zizar,1,m
Zlatko,1,m
Zohaib,1,m
Álvaro,1,m
Ángel,1,m
Çağan,1,m
Çağatay,1,m
Çınar,1,m
Émil,1,m
Étienne,1,m
Ömer-Yusa,1,m
Ömerali,1,m
Özcan,1,m
Özgür,1,m
Ül,1,m
Ćamil,1,m
Đình,1,m
Đức,1,m
Łukasz,1,m
Şafak,1,m
Şahin,1,m
Şevket,1,m
Şevval,1,m
Šime,1,m
Marie,279,w
Sophie,207,w
Maria,174,w
Maximilian,163,m
Paul,145,m
Anna,127,w
Alexander,126,m
Ben,109,m
Mia,107,w
Sophia,105,w
Noah,101,m
Emma,100,w
Felix,94,m
Luca,93,m
Emilia,91,w
Jakob,90,m
Anton,89,m
Johanna,87,w
Charlotte,86,w
David,84,m
Leon,83,m
Katharina,83,w
Luisa,80,w
Elias,74,m
Julian,73,m
Benjamin,72,m
Emil,71,m
Jonas,70,m
Jonathan,66,m
Lara,65,w
Max,65,m
Jan,64,m
Lukas,64,m
Tom,64,m
Lena,62,w
Marlene,62,w
Philipp,61,m
Mats,57,m
Elisabeth,56,w
Henri,56,m
Lina,55,w
Moritz,55,m
Julia,53,w
Johannes,52,m
Clara,51,w
Hannah,51,w
Laura,51,w
Leonie,51,w
Luis,51,m
Finn,50,m
Niklas,50,m
Luise,49,w
Mila,49,w
Leni,48,w
Julius,47,m
Leo,47,m
Lea,46,w
Tim,46,m
Henry,45,m
Leonard,45,m
Louis,45,m
Greta,44,w
Samuel,44,m
Vincent,44,m
Elisa,43,w
Daniel,43,m
Oskar,43,m
Ella,42,w
Liam,42,m
Elif,41,w
Nele,41,w
Gabriel,41,m
Michael,41,m
Simon,40,m
Antonia,39,w
Emily,39,w
Theo,39,m
Hanna,38,w
Johann,38,m
Klara,37,w
Pia,37,w
Ali,37,m
Valentin,37,m
Helena,36,w
Isabella,36,w
Josephine,36,w
Paula,36,w
Sara,36,w
Sofia,36,w
Can,36,m
Florian,36,m
Louisa,35,w
Victoria,35,w
Christian,35,m
Muhammed,34,m
Helene,33,w
Ida,33,w
Lotta,33,w
Maya,33,w
Pauline,33,w
Adrian,33,m
Karl,33,m
Peter,33,m
Tobias,33,m
Amelie,32,w
Matilda,32,w
Justus,32,m
Mika,32,m
Melina,31,w
Nur,31,w
Frederik,31,m
Noel,31,m
Frida,30,w
Lisa,30,w
Sarah,30,w
Zoe,30,w
Fabian,30,m
Konstantin,30,m
Mathilda,29,w
Mira,29,w
Joel,29,m
Levi,29,m
Mina,28,w
Valentina,28,w
Emir,28,m
Erik,28,m
Martin,28,m
Ole,28,m
Yusuf,28,m
Alexandra,27,w
Maja,27,w
Zeynep,27,w
Theodor,27,m
Carlotta,26,w
Ela,26,w
Luna,26,w
Eva,25,w
Franziska,25,w
Bruno,25,m
Isabel,25,w
Carl,25,m
Martha,25,w
Ferdinand,25,m
Viktoria,25,w
Jasper,25,m
Sebastian,25,m
Alina,24,w
Lucia,24,w
Aaron,24,m
Romy,24,w
Constantin,24,m
Sofie,24,w
Friedrich,24,m
Maxim,24,m
Carla,23,w
Jana,23,w
Milan,23,m
Josefine,23,w
Damian,22,m
Lia,22,w
Josef,22,m
Lian,22,m
Raphael,22,m
Nora,21,w
Arthur,21,m
Deniz,21,m
Eren,21,m
Joshua,21,m
Kaan,21,m
Titus,21,m
Melissa,20,w
Meryem,20,w
Nina,20,w
Lennard,20,m
Leonardo,20,m
Malik,20,m
Till,20,m
Frieda,19,w
Isabelle,19,w
Lilly,19,w
Paulina,19,w
Andreas,19,m
Caspar,19,m
Fynn,19,m
Jona,19,m
Mert,19,m
Nico,19,m
Nils,19,m
Elena,18,w
Louise,18,w
Mara,18,w
Benedikt,18,m
Hannes,18,m
Jonah,18,m
Lucas,18,m
Alva,17,w
Ava,17,w
Azra,17,w
Jasmin,17,w
Olivia,17,w
Stella,17,w
Adam,17,m
Antonio,17,m
Berat,17,m
Emilio,17,m
Hamza,17,m
Lasse,17,m
Levin,17,m
Linus,17,m
Stefan,17,m
Timo,17,m
Amy,16,w
Aylin,16,w
Finja,16,w
Magdalena,16,w
Rosa,16,w
Vanessa,16,w
Angelo,16,m
Efe,16,m
Emin,16,m
Emre,16,m
Georg,16,m
Jannis,16,m
John,16,m
Matteo,16,m
Matti,16,m
Mikail,16,m
Milo,16,m
Phil,16,m
Philip,16,m
Robert,16,m
Semih,16,m
Ömer,16,m
Alessia,15,w
Christina,15,w
Linda,15,w
Lotte,15,w
Nisa,15,w
Selin,15,w
Kerim,15,m
Leopold,15,m
Marlon,15,m
Mateo,15,m
Matthias,15,m
Mustafa,15,m
Nick,15,m
Oscar,15,m
Piet,15,m
Robin,15,m
Wilhelm,15,m
Alma,14,w
Amelia,14,w
Anastasia,14,w
Annika,14,w
Christine,14,w
Fiona,14,w
Liya,14,w
Su,14,w
Clemens,14,m
Eymen,14,m
Hendrik,14,m
Jayden,14,m
Kian,14,m
Leandro,14,m
Lennox,14,m
Marcel,14,m
Mohamed,14,m
Neo,14,m
Richard,14,m
Esma,13,w
Jule,13,w
Lucie,13,w
Rose,13,w
Tuana,13,w
Zehra,13,w
Bennet,13,m
Giuliano,13,m
Henrik,13,m
Hugo,13,m
Jason,13,m
Johan,13,m
Leander,13,m
Sam,13,m
Tristan,13,m
Diana,12,w
Elina,12,w
Elise,12,w
Emilie,12,w
Lana,12,w
Leyla,12,w
Lilli,12,w
Lou,12,w
Marla,12,w
Alessandro,12,m
Alessio,12,m
Carlos,12,m
Elia,12,m
Eliah,12,m
Emilian,12,m
Ensar,12,m
Franz,12,m
Fritz,12,m
Giuseppe,12,m
Lars,12,m
Michel,12,m
Thomas,12,m
Amalia,11,w
Amina,11,w
Carolina,11,w
Chiara,11,w
Fabienne,11,w
Giulia,11,w
Julie,11,w
Lucy,11,w
Melek,11,w
Michelle,11,w
Milena,11,w
Milla,11,w
Selina,11,w
Theresa,11,w
Tilda,11,w
Abdullah,11,m
Ahmed,11,m
Cem,11,m
Ibrahim,11,m
Jannik,11,m
Lennart,11,m
Marc,11,m
Mehmet,11,m
Pepe,11,m
Selim,11,m
Taha,11,m
Viktor,11,m
Amélie,10,w
Angelina,10,w
Ecrin,10,w
Felicitas,10,w
Lynn,10,w
Marleen,10,w
Mayla,10,w
Medina,10,w
Miriam,10,w
Tabea,10,w
Thea,10,w
Viola,10,w
Yaren,10,w
Zoé,10,w
Enno,10,m
Fiete,10,m
Gustav,10,m
Hans,10,m
Hüseyin,10,m
Ilyas,10,m
James,10,m
Jean,10,m
Joachim,10,m
Kilian,10,m
Manuel,10,m
Nicolas,10,m
Oliver,10,m
Rafael,10,m
Ryan,10,m
Severin,10,m
Toni,10,m
Yasin,10,m
Aurelia,9,w
Aurora,9,w
Emely,9,w
Estelle,9,w
Isabell,9,w
Jolina,9,w
Karlotta,9,w
Marta,9,w
Melody,9,w
Merle,9,w
Nicole,9,w
Samira,9,w
Ahmet,9,m
Amin,9,m
Aras,9,m
Arda,9,m
Bela,9,m
Carlo,9,m
Christoph,9,m
Dario,9,m
Enes,9,m
Eric,9,m
Fabio,9,m
Halil,9,m
Lionel,9,m
Ludwig,9,m
Magnus,9,m
Malte,9,m
Maurice,9,m
Omar,9,m
Rayan,9,m
Ada,8,w
Ayşe,8,w
Celina,8,w
Dilara,8,w
Dorothea,8,w
Lavin,8,w
Liah,8,w
Linn,8,w
Liv,8,w
Luana,8,w
Mathilde,8,w
Mona,8,w
Sina,8,w
Valeria,8,w
Veronika,8,w
Andre,8,m
André,8,m
Arne,8,m
Christopher,8,m
Eduard,8,m
Emanuel,8,m
Jack,8,m
Jannes,8,m
Janosch,8,m
Kaspar,8,m
Kerem,8,m
Kevin,8,m
Konrad,8,m
Lenn,8,m
Leonidas,8,m
Mario,8,m
Marvin,8,m
Mattis,8,m
Mike,8,m
Mohammed,8,m
Niko,8,m
Phillip,8,m
Rudolf,8,m
Alicia,7,w
Amira,7,w
Anne,7,w
Anni,7,w
Ayla,7,w
Ceyda,7,w
Claire,7,w
Elli,7,w
Elsa,7,w
Emmi,7,w
Fatima,7,w
Giada,7,w
Grace,7,w
Henriette,7,w
Ingrid,7,w
Joleen,7,w
Joline,7,w
Juli,7,w
Karolina,7,w
Kiara,7,w
Leah,7,w
Leandra,7,w
Lilith,7,w
Lorena,7,w
Luzie,7,w
Malia,7,w
Malin,7,w
Naz,7,w
Nelly,7,w
Noemi,7,w
Ronja,7,w
Rosalie,7,w
Soraya,7,w
Talia,7,w
Yasmin,7,w
Zoey,7,w
Albert,7,m
Arian,7,m
Bastian,7,m
Cihan,7,m
Dean,7,m
Dennis,7,m
Diego,7,m
Emirhan,7,m
Eray,7,m
Francesco,7,m
Frederick,7,m
Hermann,7,m
Ilias,7,m
Jacob,7,m
Joseph,7,m
Julien,7,m
Kalle,7,m
Kurt,7,m
Lion,7,m
Lou,7,m
Markus,7,m
Melih,7,m
Miran,7,m
Nikita,7,m
Onur,7,m
Otto,7,m
Pascal,7,m
Patrick,7,m
Sami,7,m
Til,7,m
Wolfgang,7,m
Yiğit,7,m
Youssef,7,m
Alexa,6,w
Alyssa,6,w
Annabell,6,w
Asya,6,w
Carolin,6,w
Ceylin,6,w
Cheyenne,6,w
Christin,6,w
Claudia,6,w
Cleo,6,w
Dana,6,w
Daria,6,w
Defne,6,w
Elaine,6,w
Elin,6,w
Erva,6,w
Esra,6,w
Fatma,6,w
Felicia,6,w
Flora,6,w
Franka,6,w
Gloria,6,w
Hatice,6,w
Hira,6,w
Jessica,6,w
Jolie,6,w
Jonna,6,w
Juliane,6,w
Juna,6,w
Juno,6,w
Karla,6,w
Khadija,6,w
Kiana,6,w
Layla,6,w
Lene,6,w
Letizia,6,w
Lili,6,w
Livia,6,w
Marlena,6,w
Miray,6,w
Monika,6,w
Nour,6,w
Rebecca,6,w
Ruth,6,w
Samantha,6,w
Selena,6,w
Tamara,6,w
Teresa,6,w
Tessa,6,w
Yuna,6,w
Alex,6,m
Amir,6,m
Azad,6,m
Balthasar,6,m
Batuhan,6,m
Bilal,6,m
Bjarne,6,m
Burhan,6,m
Casper,6,m
Dominik,6,m
Enrico,6,m
Falk,6,m
Heinrich,6,m
İsmail,6,m
Jamie,6,m
Jeremy,6,m
Juri,6,m
Karim,6,m
Kemal,6,m
Luke,6,m
Léon,6,m
Marco,6,m
Maria,6,m
Marian,6,m
Mark,6,m
Marten,6,m
Nikolas,6,m
Rio,6,m
Sinan,6,m
Talha,6,m
Tyler,6,m
Umut,6,m
Vincenzo,6,m
Walter,6,m
Yannik,6,m
Aaliyah,5,w
Adriana,5,w
Alena,5,w
Amara,5,w
Anisa,5,w
Annemarie,5,w
Anouk,5,w
Belinay,5,w
Bella,5,w
Beyza,5,w
Caroline,5,w
Catharina,5,w
Celine,5,w
Chanel,5,w
Charlotta,5,w
Delia,5,w
Ece,5,w
Eda,5,w
Edith,5,w
Enya,5,w
Eslem,5,w
Esther,5,w
Fenja,5,w
Filippa,5,w
Florentine,5,w
Friederike,5,w
Giuliana,5,w
Hacer,5,w
Helen,5,w
Helin,5,w
Hilal,5,w
Ines,5,w
Kate,5,w
Kaur,5,w
Kim,5,w
Kimberly,5,w
Käthe,5,w
Lenja,5,w
Lilia,5,w
Liliana,5,w
Adriano,5,m
Lorin,5,w
Anas,5,m
Madeleine,5,w
Antonius,5,m
Madita,5,w
Artur,5,m
Malou,5,w
August,5,m
Melis,5,w
Batu,5,m
Merve,5,w
Cemal,5,m
Meyra,5,w
Colin,5,m
Minou,5,w
Conner,5,m
Nadine,5,w
Connor,5,m
Nia,5,w
Darian,5,m
Nika,5,w
Davide,5,m
Nike,5,w
Denis,5,m
Philine,5,w
Devran,5,m
Rania,5,w
Elian,5,m
Sinem,5,w
Ernst,5,m
Susanna,5,w
Fernando,5,m
Vivien,5,w
Frederic,5,m
Zaynab,5,w
Furkan,5,m
Heinz,5,m
Helmut,5,m
Henning,5,m
Ian,5,m
Ilay,5,m
Jaden,5,m
Jamal,5,m
Jerome,5,m
Juliano,5,m
Kasper,5,m
Keanu,5,m
Kuzey,5,m
Lenny,5,m
Lewis,5,m
Lorenzo,5,m
Luk,5,m
Luka,5,m
Mads,5,m
Marley,5,m
Miguel,5,m
Mio,5,m
Mohammad,5,m
Nathan,5,m
Necati,5,m
Noam,5,m
Nuri,5,m
Osman,5,m
Pierre,5,m
René,5,m
Ricardo,5,m
Roman,5,m
Said,5,m
Salvatore,5,m
Santino,5,m
Sascha,5,m
Stephan,5,m
Taylan,5,m
Thiago,5,m
Timur,5,m
Tyron,5,m
Ulrich,5,m
Yassin,5,m
Younes,5,m
Adele,4,w
Agnes,4,w
Alisha,4,w
Alissa,4,w
Amanda,4,w
Amilia,4,w
Ashley,4,w
Barbara,4,w
Beren,4,w
Ceren,4,w
Daniela,4,w
Davina,4,w
Derin,4,w
Edda,4,w
Elea,4,w
Eleni,4,w
Eleonora,4,w
Ellen,4,w
Emelie,4,w
Emina,4,w
Enie,4,w
Esila,4,w
Evelyn,4,w
Freya,4,w
Gabriella,4,w
Gertrud,4,w
Gisela,4,w
Heidi,4,w
Hiba,4,w
Holly,4,w
Inga,4,w
Jette,4,w
Joy,4,w
Judith,4,w
Julika,4,w
Julina,4,w
Karin,4,w
Katerina,4,w
Kira,4,w
Laila,4,w
Leona,4,w
Lilian,4,w
Lilo,4,w
Lola,4,w
Adem,4,m
Luzia,4,w
Adnan,4,m
Lya,4,w
Aiden,4,m
Malak,4,w
Alan,4,m
Mariam,4,w
Albrecht,4,m
Mariella,4,w
Alexandre,4,m
Marit,4,w
Alp,4,m
Marlen,4,w
Alper,4,m
Mathea,4,w
Amadeus,4,m
Melisa,4,w
Anthony,4,m
Melodi,4,w
Ari,4,m
Meylin,4,w
Armin,4,m
Morena,4,w
Ayaz,4,m
Nas,4,w
Baran,4,m
Natalia,4,w
Benno,4,m
Nayla,4,w
Bent,4,m
Rana,4,w
Bernd,4,m
Selma,4,w
Bo,4,m
Sena,4,w
Burak,4,m
Serena,4,w
Béla,4,m
Svenja,4,w
Bünyamin,4,m
Toni,4,w
Damien,4,m
Valerie,4,w
Devin,4,m
Vera,4,w
Ege,4,m
Yara,4,w
Egemen,4,m
Zahra,4,w
Elijah,4,m
Zara,4,w
Fares,4,m
Zeliha,4,w
Felipe,4,m
Filip,4,m
Gerhard,4,m
Gianluca,4,m
Gianni,4,m
Gioele,4,m
Hasan,4,m
Herbert,4,m
İbrahim,4,m
Ilja,4,m
İlyas,4,m
Ishak,4,m
Ismail,4,m
Jermaine,4,m
Joschua,4,m
Justin,4,m
Kasimir,4,m
Kayra,4,m
Kenan,4,m
Kiyan,4,m
Kjell,4,m
Konstantinos,4,m
Laurin,4,m
Leonhard,4,m
Lino,4,m
Lio,4,m
Louie,4,m
Luan,4,m
Luuk,4,m
Mahir,4,m
Maik,4,m
Marcello,4,m
Mathias,4,m
Matthis,4,m
Miraç,4,m
Miro,4,m
Mirza,4,m
Nathanael,4,m
Nicklas,4,m
Nikolaus,4,m
Poyraz,4,m
Prince,4,m
Quentin,4,m
Quinn,4,m
Rasmus,4,m
Romeo,4,m
Ruben,4,m
Siegfried,4,m
Taylor,4,m
Tiberius,4,m
Timon,4,m
Tony,4,m
Valentino,4,m
Willem,4,m
Willi,4,m
Willy,4,m
Wim,4,m
Yahya,4,m
Yassine,4,m
Yunus,4,m
Zakaria,4,m
Abigail,3,w
Alara,3,w
Alea,3,w
Aleksandra,3,w
Aleyna,3,w
Alice,3,w
Alisa,3,w
Aliya,3,w
Amine,3,w
Andrea,3,w
Angela,3,w
Angelika,3,w
Anika,3,w
Annabel,3,w
Annabella,3,w
Annabelle,3,w
Annalena,3,w
Annastasia,3,w
Asmin,3,w
Avissa,3,w
Ayleen,3,w
Bahar,3,w
Berfin,3,w
Birgit,3,w
Cemre,3,w
Christiane,3,w
Coco,3,w
Concetta,3,w
Cornelia,3,w
Dagmar,3,w
Dalia,3,w
Damla,3,w
Deniz,3,w
Dila,3,w
Dilay,3,w
Duygu,3,w
Edanur,3,w
Eliana,3,w
Elissa,3,w
Eliza,3,w
Elly,3,w
Elçin,3,w
Emmy,3,w
Enna,3,w
Esmanur,3,w
Estefania,3,w
Evelin,3,w
Eylül,3,w
Felia,3,w
Feyza,3,w
Fine,3,w
Francesca,3,w
Gabriela,3,w
Gamze,3,w
Gina,3,w
Giuseppina,3,w
Gül,3,w
Habibe,3,w
Hana,3,w
Hazal,3,w
Ilayda,3,w
Alejandro,3,m
Ilona,3,w
Alexandru,3,m
Ina,3,w
Amar,3,m
İnci,3,w
Ammar,3,m
Ioanna,3,w
Ario,3,m
Irma,3,w
Armando,3,m
Iva,3,w
Arvid,3,m
Ivy,3,w
Aurel,3,m
Janne,3,w
Ayhan,3,m
Jara,3,w
Ayoub,3,m
Jennifer,3,w
Aziz,3,m
Joana,3,w
Bartu,3,m
Jona,3,w
Bayram,3,m
Josefina,3,w
Berkay,3,m
Jula,3,w
Bernard,3,m
Juliette,3,w
Björn,3,m
Karina,3,w
Bosse,3,m
Kübra,3,w
Calvin,3,m
Lale,3,w
Carsten,3,m
Larissa,3,w
Charles,3,m
Leya,3,w
Charlie,3,m
Liana,3,w
Chris,3,m
Liliane,3,w
Cornelius,3,m
Lisa-Marie,3,w
Damiano,3,m
Lisann,3,w
Daniele,3,m
Liselotte,3,w
Dante,3,m
Loredana,3,w
Dexter,3,m
Loreen,3,w
Dion,3,m
Lydia,3,w
Dominic,3,m
Mai,3,w
Drilon,3,m
Maia,3,w
Eldin,3,m
Malea,3,w
Eliano,3,m
Malu,3,w
Elyas,3,m
Marianne,3,w
Eneas,3,m
Marina,3,w
Erdem,3,m
Maroua,3,w
Erich,3,m
Martina,3,w
Eyüp,3,m
Maryam,3,w
Fabrice,3,m
Meliha,3,w
Faruk,3,m
Melike,3,w
Fatih,3,m
Mercedes,3,w
Frank,3,m
Merit,3,w
Fred,3,m
Mieke,3,w
Frido,3,m
Miley,3,w
Fridolin,3,m
Minu,3,w
Gereon,3,m
Nada,3,w
Gero,3,m
Nahla,3,w
Giorgio,3,m
Naira,3,w
Giovanni,3,m
Naomi,3,w
Gregor,3,m
Narin,3,w
Hanno,3,m
Natalie,3,w
Hubertus,3,m
Nea,3,w
Hussain,3,m
Neyla,3,w
Iason,3,m
Nida,3,w
Imran,3,m
Nila,3,w
Ismael,3,m
Noelia,3,w
Ivan,3,m
Patricia,3,w
Jacques,3,m
Patrizia,3,w
Jannick,3,m
Pelin,3,w
Jarne,3,m
Philippa,3,w
Jaro,3,m
Polina,3,w
Jaron,3,m
Polly,3,w
Jasin,3,m
Rabia,3,w
Jim,3,m
Rani,3,w
Jiyan,3,m
Rita,3,w
Joan,3,m
Roxana,3,w
Joe,3,m
Roya,3,w
Jon,3,m
Rüya,3,w
Jordan,3,m
Samia,3,w
Joscha,3,m
Sandra,3,w
Josh,3,m
Saphira,3,w
Junior,3,m
Sharon,3,w
Jürgen,3,m
Shirin,3,w
Kai,3,m
Sidelya,3,w
Kamil,3,m
Sıla,3,w
Karwan,3,m
Silvia,3,w
Keyan,3,m
Smilla,3,w
Kirill,3,m
Sonja,3,w
Klaus,3,m
Susanne,3,w
Koray,3,m
Sylvia,3,w
Laurenz,3,m
Tanem,3,w
Len,3,m
Therese,3,w
Leonel,3,m
Theresia,3,w
Levent,3,m
Tiara,3,w
Lorenz,3,m
Tina,3,w
Mailo,3,m
Ulrike,3,w
Manfred,3,m
Ursula,3,w
Marcus,3,m
Veronica,3,w
Marie,3,m
Wilhelmine,3,w
Maris,3,m
Yade,3,w
Marius,3,m
Yağmur,3,w
Mathis,3,m
Zarina,3,w
Mattia,3,m
Zilan,3,w
Mick,3,m
Zoë,3,w
Mir,3,m
Zümra,3,w
Mirac,3,m
Muhamed,3,m
Muhammet,3,m
Murat,3,m
Narcis,3,m
Neel,3,m
Niclas,3,m
Nikolai,3,m
Noa,3,m
Otis,3,m
Pablo,3,m
Phileas,3,m
Philippe,3,m
Raul,3,m
Ray,3,m
Rayen,3,m
Roberto,3,m
Roland,3,m
Rufus,3,m
Samet,3,m
Sandro,3,m
Santiago,3,m
Semin,3,m
Sercan,3,m
